"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `dip_x_2` + `dip_z_2` + `-25V26-`",0.647749808707751,0.569075600513655,10.9054297634606,1
"`output` ~ `dip_z_2` + `-5V6-` + `-25V26-`",0.642016788016269,0.565548292496354,11.0402418029252,2
"`output` ~ `dip_x_1` + `dip_x_2` + `-25V26-`",0.641375594908783,0.564693777211045,10.8048722616369,3
"`output` ~ `dip_x_1` + `dip_z_2` + `-5V6-`",0.632720441106555,0.556299317323032,10.7603044868162,4
"`output` ~ `NPA_2` + `dip_z_2` + `-5V6-`",0.626697904654174,0.55199882916605,10.5223677996007,5
"`output` ~ `dip_z_2` + `para_1` + `-5V6-`",0.637586282366679,0.551913861905085,10.0360023934019,6
"`output` ~ `dip_y_1` + `Total_1` + `dip_z_2`",0.642634867034235,0.546062180037485,10.8729393258003,7
"`output` ~ `NPA_1` + `dip_x_1` + `dip_z_2`",0.615406044642527,0.545882933528335,10.4297222057768,8
"`output` ~ `dip_z_2` + `-5V6-` + `-23V24-`",0.63581061565328,0.543479191360863,9.92735859244788,9
"`output` ~ `NPA_1` + `dip_z_2` + `-25V26-`",0.623243862832006,0.54314188876759,11.2555007747874,10
"`output` ~ `dip_z_2` + `cross_1` + `-5V6-`",0.626256068908981,0.53936195306844,10.5015145800831,11
"`output` ~ `NPA_1` + `dip_x_2` + `dip_z_2`",0.617405465640288,0.535363939880522,10.3977152598061,12
"`output` ~ `B1_B5_angle_4_7` + `dip_z_2` + `-5V6-`",0.62598276631148,0.534776727000895,11.0639084016422,13
"`output` ~ `loc.B5_4_7` + `dip_z_2` + `-5V6-`",0.605245874139182,0.532009979408518,10.951921448428,14
"`output` ~ `B5_4_7` + `dip_z_2` + `-5V6-`",0.621609992980757,0.531245585634628,10.5251671084196,15
