"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `NPA_18` + `dip_x_1` + `dip_y_2`",0.685776491108821,0.610612075299737,8.92155777222183,1
"`output` ~ `loc.B5_4_7` + `dip_y_2` + `-25V26-`",0.713673454605219,0.607711081002157,9.93545605564159,2
"`output` ~ `diff_NBO_2_18` + `dip_x_1` + `dip_y_2`",0.666245066601154,0.576997370195459,9.52324802245427,3
"`output` ~ `diff_NBO_2_18` + `Total_1` + `dip_z_2`",0.671726805256975,0.57054745173894,9.62005735436212,4
"`output` ~ `Total_1` + `dip_z_2` + `-2-18-`",0.672911889488787,0.567932052452405,9.73137562845142,5
"`output` ~ `NPA_2` + `Total_1` + `dip_z_2`",0.675474307330217,0.567055770913235,9.80112646251033,6
"`output` ~ `Total_1` + `dip_z_2` + `Dist(2, 18)`",0.671504607089772,0.565765724414428,9.77268782666765,7
"`output` ~ `Total_1` + `-25V26-` + `Dihedral(1_2_19_27)`",0.656924323924899,0.560287501839316,10.1602101994271,8
"`output` ~ `Total_1` + `dip_z_2` + `-25V26-`",0.663829566963717,0.560173830851649,9.04845089619516,9
"`output` ~ `NPA_18` + `Total_1` + `dip_z_2`",0.659550061908775,0.558215190737093,9.7296723416669,10
"`output` ~ `B5_4_7` + `Total_1` + `-25V26-`",0.637002863994155,0.556386712962287,9.01477789528073,11
"`output` ~ `NPA_18` + `dip_y_2` + `-25V26-`",0.656008927635026,0.554416915714507,10.4742550177538,12
"`output` ~ `dip_x_1` + `dip_y_2` + `Dist(2, 18)`",0.652256226088068,0.548242073153816,10.109198736932,13
"`output` ~ `dip_x_1` + `dip_y_2` + `-2-18-`",0.650467491723756,0.547741169494837,10.2857655880872,14
"`output` ~ `Total_1` + `dip_z_2` + `Dihedral(1_4_7_8)`",0.655577142975871,0.547568511613603,10.1597083133809,15
