"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `Total_1` + `dip_z_2` + `cross_1`",0.62426767308633,0.505562723143954,19.0931971472016,1
"`output` ~ `dip_x_2` + `cross_1` + `-25V26-`",0.586120254000836,0.501596243107563,17.5403828846116,2
"`output` ~ `loc.B5_4_7` + `dip_z_2` + `cross_1`",0.595782922187329,0.487484864436327,17.8600747179248,3
"`output` ~ `dip_z_2` + `cross_1` + `Dihedral(1_2_19_27)`",0.599016515655045,0.481338324934564,17.5429864869423,4
"`output` ~ `dip_x_1` + `dip_z_2` + `cross_1`",0.602886918875752,0.478925124654344,18.2701366359587,5
"`output` ~ `dip_z_1` + `dip_z_2` + `cross_1`",0.591953165572091,0.471477561261379,18.9192897464558,6
"`output` ~ `B1_4_7` + `dip_x_2` + `cross_1`",0.586848525575806,0.470145476019054,19.2741598336299,7
"`output` ~ `L_4_7` + `dip_z_2` + `cross_1`",0.606728627336643,0.468943560513247,18.0446352316864,8
"`output` ~ `dip_x_2` + `dip_z_2` + `cross_1`",0.576563269899067,0.463925420117007,18.8038803961953,9
"`output` ~ `dip_z_2` + `-1-3-` + `cross_1`",0.597401510940662,0.462907267606533,18.3948437941909,10
"`output` ~ `B1_4_7` + `dip_z_2` + `cross_1`",0.611223836358029,0.462711238293915,18.9546916746858,11
"`output` ~ `dip_y_1` + `Total_1` + `cross_1`",0.578306894877432,0.462088904260559,19.7002115316216,12
"`output` ~ `dip_z_2` + `cross_1` + `-25V26-`",0.585122526329068,0.46133718163878,18.2401631762884,13
"`output` ~ `dip_y_1` + `-1-3-` + `cross_1`",0.593688454684363,0.46060868305005,18.1548704721448,14
"`output` ~ `dip_z_2` + `cross_1` + `Dist(1, 3)`",0.592902172035795,0.457455510991817,18.3615772081483,15
