"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `B1_B5_angle_4_7` + `NPA_2` + `Total_1`",0.491925593076333,0.341152242687898,19.0118411338292,1
"`output` ~ `L_4_7` + `Total_1` + `Dihedral(1_2_19_27)`",0.468471806804771,0.338317003882365,19.0257130116678,2
"`output` ~ `B1_B5_angle_4_7` + `diff_NBO_2_18` + `Total_1`",0.474327935410634,0.335833967906351,20.1999488100729,3
"`output` ~ `L_4_7` + `loc.B5_4_7` + `Total_1`",0.441756687295156,0.316776492158796,19.1257063072905,4
"`output` ~ `B1_B5_angle_4_7` + `Total_1` + `Dihedral(1_2_19_27)`",0.447872335392047,0.31315226384282,20.2325322707904,5
"`output` ~ `L_4_7` + `Total_1` + `-5V6-`",0.450777683647952,0.31237998146936,19.6627103454459,6
"`output` ~ `L_4_7` + `NPA_2` + `Total_1`",0.46490922061565,0.310784373868343,19.4408945518738,7
"`output` ~ `L_4_7` + `Total_1` + `Dist(2, 18)`",0.437216490062466,0.30850489589283,19.8054711732188,8
"`output` ~ `B1_B5_angle_4_7` + `Total_1` + `-5V6-`",0.445669461669026,0.305170394566379,20.6474465929673,9
"`output` ~ `L_4_7` + `Total_1` + `-2-18-`",0.434629540997177,0.304712030145659,19.715043608998,10
"`output` ~ `dip_z_1` + `Total_1` + `Dihedral(1_2_19_27)`",0.409937971887664,0.300723247238158,19.0054585025424,11
"`output` ~ `L_4_7` + `diff_NBO_2_18` + `Total_1`",0.434512348223398,0.300374295529254,20.3598003365506,12
"`output` ~ `B1_B5_angle_4_7` + `Total_1` + `Dist(2, 18)`",0.431220873626766,0.295782780486296,20.7342562585086,13
"`output` ~ `B1_B5_angle_4_7` + `Total_1` + `-2-18-`",0.425724176696107,0.290843699730428,20.7126402392033,14
"`output` ~ `Total_1` + `dip_x_2` + `dip_z_2`",0.408775797888134,0.278515967373392,21.1586938612512,15
