"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `-2-18-` + `cross_1` + `cross.angle_1`",0.547313631663054,0.458461721390716,10.0006270241774,1
"`output` ~ `dip_z_2` + `-2-18-` + `cross_1`",0.568563620412424,0.453190904833193,9.90836260104744,2
"`output` ~ `dip_x_1` + `-2-18-` + `cross_1`",0.55118059975441,0.436181071255315,9.85555931474559,3
"`output` ~ `-2-18-` + `cross_1` + `para.angle_1`",0.527286313478709,0.431596907931619,10.4230153417184,4
"`output` ~ `diff_NBO_1_3` + `dip_x_1` + `-2-18-`",0.497024541656291,0.37789160813273,10.4193735067756,5
"`output` ~ `NPA_3` + `dip_x_1` + `-2-18-`",0.487302697860079,0.373093059100467,10.5714045260161,6
"`output` ~ `dip_x_1` + `-2-18-` + `Dist(1, 3)`",0.485612906304097,0.367929847680619,10.7049959165051,7
"`output` ~ `dip_z_2` + `-1-3-` + `-2-18-`",0.487782307606706,0.365168711421709,10.4921734757985,8
"`output` ~ `NPA_18` + `dip_z_2` + `-2-18-`",0.485210415237245,0.360245144510776,10.8806822824648,9
"`output` ~ `NPA_27` + `dip_x_1` + `para_1`",0.491230119447809,0.354048709735964,10.9739991049089,10
"`output` ~ `dip_x_1` + `-2-18-` + `-25V26-`",0.485024562130223,0.354006741415105,10.7937144564973,11
"`output` ~ `dip_z_2` + `cross_1` + `Dist(2, 18)`",0.478555256548933,0.347647621006144,11.0672315394911,12
"`output` ~ `dip_x_1` + `-1-3-` + `-2-18-`",0.472339935662525,0.341718604897476,11.112859076729,13
"`output` ~ `dip_x_1` + `Total_1` + `para_1`",0.500737292173514,0.340638718163077,11.0911279798743,14
"`output` ~ `dip_x_1` + `-2-18-` + `para_1`",0.508750714840342,0.337336227457525,11.299226078398,15
