"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `dip_x_1` + `dip_x_2` + `-25V26-`",0.633612623219943,0.555864093678516,10.5584337479025,1
"`output` ~ `B1_B5_angle_4_7` + `dip_x_1` + `Total_1`",0.630310818471904,0.553289515453786,10.6458167172939,2
"`output` ~ `dip_z_2` + `-5V6-` + `-25V26-`",0.627949517836213,0.549164164700304,10.6580162515385,3
"`output` ~ `B5_4_7` + `dip_x_1` + `Total_1`",0.641206039784194,0.548746546324759,10.1634043563036,4
"`output` ~ `dip_z_2` + `para_1` + `-5V6-`",0.632613748749722,0.546943678191025,10.2053916356404,5
"`output` ~ `dip_x_1` + `-27-29-` + `-25V26-`",0.626298436030087,0.545824040105369,10.3128067155521,6
"`output` ~ `NPA_18` + `dip_x_1` + `Total_1`",0.620456533822219,0.543216591492799,10.9752102097336,7
"`output` ~ `B1_B5_angle_4_7` + `dip_z_2` + `-5V6-`",0.620440178467226,0.542031659473042,10.8620767229849,8
"`output` ~ `dip_x_1` + `dip_z_2` + `-5V6-`",0.614970794446982,0.539155095054077,10.6908955585704,9
"`output` ~ `Total_1` + `dip_z_2` + `-5V6-`",0.629861469123739,0.538755815801389,10.7226793398938,10
"`output` ~ `dip_z_2` + `-5V6-` + `Dihedral(1_4_7_8)`",0.611067892070079,0.537429564856497,10.8638725708469,11
"`output` ~ `B5_4_7` + `dip_z_2` + `-5V6-`",0.625452486174573,0.537287328534496,10.2115577279748,12
"`output` ~ `dip_z_2` + `cross_1` + `-5V6-`",0.622538196755724,0.534606485084605,10.5070415072759,13
"`output` ~ `dip_x_2` + `dip_z_2` + `-25V26-`",0.614131828013911,0.533238096358406,10.4776285547629,14
"`output` ~ `dip_x_1` + `Total_1` + `para_1`",0.62448645849343,0.531706868557382,10.8818599544462,15
