"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `dip_x_2` + `-27-29-` + `Dist(2, 18)`",0.708315041744499,0.618562300048349,8.82280689155194,1
"`output` ~ `dip_z_1` + `cross_1` + `para.angle_1`",0.710949743971929,0.604098142159828,7.83125032406495,2
"`output` ~ `dip_z_1` + `-27-29-` + `para.angle_1`",0.682470805690692,0.592525922733636,8.16746469134092,3
"`output` ~ `dip_x_2` + `-2-18-` + `-27-29-`",0.670010228903868,0.582431366867628,9.16750512905124,4
"`output` ~ `dip_z_1` + `-1-3-` + `-27-29-`",0.683700883507373,0.5792001859373,9.24403895007313,5
"`output` ~ `-27-29-` + `para.angle_1` + `Dihedral(1_2_19_27)`",0.714315328665675,0.57513817537532,7.93184337477483,6
"`output` ~ `dip_x_2` + `Dist(2, 18)` + `Dist(27, 29)`",0.682387550795393,0.566572559698039,9.10110511219267,7
"`output` ~ `-27-29-` + `para.angle_1` + `Dist(2, 18)`",0.654828840136972,0.559736035319954,8.66020053886741,8
"`output` ~ `B5_4_7` + `NPA_29` + `diff_NBO_27_29`",0.652250035324972,0.548384764539321,8.07740043917175,9
"`output` ~ `B5_4_7` + `NPA_27` + `NPA_29`",0.652250035324937,0.548384764539284,8.07740043917213,10
"`output` ~ `B5_4_7` + `NPA_27` + `diff_NBO_27_29`",0.652250035324919,0.548384764539267,8.07740043917224,11
"`output` ~ `B5_4_7` + `Dihedral(1_4_7_8)` + `Dist(27, 29)`",0.659692922675096,0.539744658376407,8.44780805522559,12
"`output` ~ `-27-29-` + `Dihedral(1_4_7_8)` + `Dist(2, 18)`",0.66736466827193,0.539358371444293,9.85577421314729,13
"`output` ~ `dip_z_1` + `-27-29-` + `-5V6-`",0.645587137547409,0.524374868370269,9.25196183996842,14
"`output` ~ `-27-29-` + `Dist(2, 18)` + `Dist(27, 29)`",0.661843076815003,0.52412387996124,10.1400778058827,15
