"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `B5_4_7` + `NPA_2` + `dip_z_1`",0.723934991218785,0.635577668272696,7.36789761204813,1
"`output` ~ `B5_4_7` + `NPA_2` + `dip_x_1`",0.746432709256069,0.621826550892751,7.99276785990445,2
"`output` ~ `B5_4_7` + `NPA_27` + `Dist(2, 18)`",0.708989083412644,0.617278327680852,7.78684871297758,3
"`output` ~ `B5_4_7` + `dip_x_2` + `Dist(2, 18)`",0.725623529601477,0.616139729932301,7.55448439372455,4
"`output` ~ `B5_4_7` + `NPA_27` + `-2-18-`",0.689172559142911,0.598032608705787,8.13634896875212,5
"`output` ~ `B5_4_7` + `dip_z_2` + `Dist(2, 18)`",0.728106044534842,0.594896973956808,7.59408326988698,6
"`output` ~ `B5_4_7` + `dip_z_2` + `Dihedral(1_2_19_27)`",0.709203980643071,0.594517951488183,7.14250492044707,7
"`output` ~ `B5_4_7` + `NPA_1` + `Dihedral(1_2_19_27)`",0.680361236939869,0.592209482463849,8.21026904838461,8
"`output` ~ `B5_4_7` + `dip_x_2` + `-2-18-`",0.707713646555592,0.589421927380668,7.90443558874006,9
"`output` ~ `B5_4_7` + `NPA_2` + `-1-3-`",0.692691580180407,0.584397482227986,8.09254745005888,10
"`output` ~ `B5_4_7` + `Dihedral(1_4_7_8)` + `Dist(2, 18)`",0.689183150293391,0.58382916499797,8.51582112157897,11
"`output` ~ `B5_4_7` + `dip_y_1` + `Dist(2, 18)`",0.71877927133633,0.581911642683433,7.63154338817799,12
"`output` ~ `B5_4_7` + `dip_x_2` + `Dihedral(1_2_19_27)`",0.685023453186338,0.574436840028132,7.54835094797505,13
"`output` ~ `B5_4_7` + `dip_z_2` + `-2-18-`",0.711997828980081,0.570096230215307,8.12597798375899,14
"`output` ~ `B5_4_7` + `dip_y_2` + `Dist(2, 18)`",0.689113527371434,0.561082275446703,8.31780900018289,15
