"V1","B1_4_7","B5_4_7","L_4_7","loc.B5_4_7","B1_B5_angle_4_7","NPA_1","NPA_3","NPA_2","NPA_18","NPA_27","NPA_29","diff_NBO_1_3","diff_NBO_2_18","diff_NBO_27_29","dip_x_1","dip_y_1","dip_z_1","Total_1","dip_x_2","dip_y_2","dip_z_2","-1-3-","-2-18-","-27-29-","cross_1","cross.angle_1","para_1","para.angle_1","-5V6-","-23V24-","-25V26-","Dihedral(1_4_7_8)","Dihedral(1_2_19_27)","Dist(1, 3)","Dist(2, 18)","Dist(27, 29)","output"
"o_Naph",1.7,5.61,6.44,1.78,90,0.68793,-0.6128,-0.62155,0.41853,0.78663,-0.56675,1.30073,-1.04008,1.35338,-1.5022,0.109,-0.8459,1.7274,-0.2716,1.0541,1.3413,1798.4366,3616.5161,1901.59,1706.3745,88.4178457211024,1660.2019,9.35851048608078,1467.0105,1500.3752,1532.893,69.5999484036975,171.820582001758,1.21127552095921,1.00988004746554,1.19320565480809,20
"p_azide",1.7,3.63,8.66,6.96,91,0.69147,-0.63044,-0.61289,0.42034,0.78686,-0.56549,1.32191,-1.03323,1.35235,0.9783,0.1494,-0.3769,1.059,0.2507,1.0289,-0.0014,1783.6541,3624.2378,1902.7852,1650.6188,85.1664436542475,1684.2776,4.8277259054479,1484.5631,1500.6585,1533.3304,64.5905942645396,177.031142688179,1.21511007769543,1.00936745365699,1.19298430628445,70
"p_Br",1.89,3.16,8.13,4.13,100,0.69119,-0.62915,-0.6124,0.42049,0.78687,-0.56552,1.32034,-1.03289,1.35239,0.9935,0.5048,-0.4354,1.1964,0.4169,1.0737,-0.3237,1784.4709,3623.3928,1902.7064,1647.1637,85.6087092339345,1667.5228,4.82611101657148,1484.2949,1500.526,1532.9926,64.0484433098636,176.996444315718,1.21488197666975,1.00943059451307,1.19300938349914,88
"p_Cl",1.74,3.16,7.82,4.14,93,0.6912,-0.6294,-0.61263,0.42047,0.78692,-0.56556,1.3206,-1.0331,1.35248,1.0108,0.4048,-0.394,1.1579,0.3505,1.0799,-0.2274,1784.2283,3622.3207,1902.4907,1648.6555,87.6904284891609,1671.9781,2.20685239473053,1483.6412,1500.2678,1533.68,63.712871996758,177.330757211611,1.21495642598613,1.00942719514138,1.193013153873,74
"p_CN",1.7,3.16,8.58,4.13,90,0.69059,-0.62746,-0.61029,0.4213,0.7867,-0.56507,1.31805,-1.03159,1.35177,0.9316,3.5926,-0.6974,3.7764,1.7369,1.0295,-3.1913,1785.3252,3621.4166,1902.6984,1639.8328,89.8872559138296,1684.5153,0.973335940510122,1483.6051,1500.0549,1532.6321,63.712188760081,176.755088966285,1.2144599236706,1.0096173813485,1.19301294497713,48
"p_F",1.7,3.15,6.96,4.15,90,0.69118,-0.6304,-0.61301,0.42024,0.78693,-0.56567,1.32158,-1.03325,1.3526,0.998,0.1596,-0.3656,1.0748,0.2463,1.0462,-0.0068,1783.4856,3625.2944,1902.4728,1671.8277,88.3269296119991,1686.5743,1.57206814154368,1483.5622,1500.0072,1533.3174,64.2621172341385,177.298218875454,1.21513023317626,1.00935590621842,1.19301823978722,25
"p_I",2.09,3.16,8.53,4.13,110,0.69122,-0.62935,-0.6124,0.42066,0.78694,-0.56537,1.32057,-1.03306,1.35231,1.0436,0.3435,-0.3361,1.149,0.306,1.0958,-0.1602,1783.8456,3623.7761,1902.9475,1640.7778,85.4148887315413,1662.583,3.78464168015033,1484.2313,1500.4999,1532.672,61.9545102726803,177.797496176436,1.21503452446628,1.00942549399448,1.19297885366464,93
"p_Me",1.79,3.16,7.33,4.12,92,0.6921,-0.63037,-0.61455,0.4201,0.78701,-0.56547,1.32247,-1.03465,1.35248,1.1427,-1.8954,-0.019,2.2133,-0.5177,0.7751,2.0075,1783.7873,3625.488,1902.843,1649.7955,89.2441348303148,1689.98,0.497166290500661,1483.6441,1500.0308,1533.045,62.9159814320633,178.200630754686,1.21532754946722,1.00926776659368,1.19292241369714,21
"p_nitro",1.7,3.15,7.65,4.15,90,0.6904,-0.6268,-0.60979,0.42153,0.78664,-0.56492,1.3172,-1.03132,1.35156,0.9259,3.6658,-0.7581,3.8562,1.8632,0.9847,-3.2294,1785.8504,3619.4241,1902.8113,1653.0396,89.9529730468377,1675.1541,0.846251194940822,1483.5624,1501.2012,1533.236,63.5977789494965,176.645250408206,1.21431074519169,1.00968187297435,1.19300001187971,88
"p_OEt",1.78,3.17,9.5,4.11,95,0.69239,-0.63221,-0.6146,0.41979,0.78701,-0.56558,1.3246,-1.03439,1.35259,2.1802,-2.2903,-0.1115,3.1641,-0.7964,1.8398,2.4479,1782.4686,3626.4636,1902.7554,1652.6847,81.2754603325787,1689.4671,8.47606949070617,1485.3253,1499.0377,1533.5697,65.2472177352356,177.619559441928,1.21549119476078,1.00918987793626,1.19294188682098,35
"p_OMe",1.75,3.17,8.45,4.12,93,0.69233,-0.63247,-0.61439,0.41987,0.78696,-0.56542,1.3248,-1.03426,1.35238,2.2187,-2.0766,-0.1078,3.0407,-0.7284,1.9172,2.2449,1782.2095,3626.6514,1902.7655,1653.8009,81.6542497239911,1689.2017,8.01993192843226,1483.1984,1501.0803,1533.8726,64.5149283384489,177.754195164429,1.21555180260571,1.00917656671021,1.1929304016924,26
"p_Ph",2.07,3.23,10.68,8.41,111,0.6921,-0.62961,-0.61383,0.42016,0.78695,-0.56551,1.32171,-1.03399,1.35246,1.047,-1.5298,-0.2083,1.8654,-0.3295,0.8539,1.6255,1784.1877,3624.5863,1902.8269,1635.5392,89.2969433274744,1686.9009,0.581986802459329,1484.8973,1501.1773,1533.328,64.389082725019,177.337347761391,1.2150436391052,1.00930740344109,1.19296342450471,67
"p_SCF3",1.7,4.01,9,5.8,155,0.69096,-0.62783,-0.6111,0.42097,0.78682,-0.56546,1.31879,-1.03207,1.35228,0.9926,1.3606,0.6534,1.8065,-0.3471,0.994,-1.4679,1784.6962,3619.8088,1902.3512,1638.7801,88.6647967805537,1669.1512,1.14871558888879,1483.9047,1500.4912,1532.7515,63.0044187645357,176.824715455282,1.2146543337205,1.00949732369829,1.19303993503906,73
"p_SMe",1.74,3.36,8.67,6.22,116,0.69212,-0.63084,-0.61401,0.42005,0.787,-0.56562,1.32296,-1.03406,1.35262,2.3248,-1.4216,-0.2361,2.7352,-0.5387,2.1567,1.5936,1783.2872,3624.8969,1902.7127,1635.0206,88.226005401404,1675.4413,1.84198358945323,1484.3679,1501.015,1532.6976,65.9067895844007,177.336901433711,1.21519117700961,1.00928263807915,1.19298178014461,23
"p_tfm",2.07,3.16,7.69,4.13,109,0.69087,-0.6278,-0.61147,0.42091,0.78679,-0.56538,1.31867,-1.03238,1.35217,0.8851,1.683,-0.5497,1.9794,0.9082,1.0267,-1.428,1785.3266,3619.9119,1902.7347,1659.9393,86.6821682065949,1694.9655,2.03470295579042,1484.6535,1498.457,1532.797,63.7899715763312,176.726508835454,1.21461234741419,1.00954694714213,1.193020453797,92
