"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `NPA_29` + `dip_y_1` + `dip_y_2`",0.601356180230968,0.496175451584232,11.4965763228326,1
"`output` ~ `dip_y_1` + `dip_y_2` + `-27-29-`",0.597017469370646,0.493578360812585,11.3940780202718,2
"`output` ~ `NPA_2` + `dip_x_2` + `Dihedral(1_4_7_8)`",0.593847659074835,0.488475895580277,11.8184254161239,3
"`output` ~ `dip_y_1` + `dip_y_2` + `Dist(27, 29)`",0.59369816666807,0.484992853719595,11.6884593233527,4
"`output` ~ `loc.B5_4_7` + `Total_1` + `dip_x_2`",0.584685952275981,0.472068172322371,11.2685961080462,5
"`output` ~ `NPA_27` + `dip_x_2` + `-27-29-`",0.533555317836949,0.458217626667162,10.8821682786481,6
"`output` ~ `NPA_2` + `NPA_27` + `dip_x_2`",0.537909127210318,0.456122286886728,11.9311192598956,7
"`output` ~ `NPA_27` + `diff_NBO_2_18` + `dip_x_2`",0.534362594175866,0.45320175943586,11.9312408774502,8
"`output` ~ `NPA_29` + `diff_NBO_27_29` + `dip_x_2`",0.529149146604247,0.449593192493713,11.0944371747313,9
"`output` ~ `NPA_27` + `NPA_29` + `dip_x_2`",0.52914914660424,0.449593192493703,11.0944371747314,10
"`output` ~ `NPA_27` + `diff_NBO_27_29` + `dip_x_2`",0.529149146604238,0.449593192493699,11.0944371747315,11
"`output` ~ `NPA_27` + `dip_x_2` + `-2-18-`",0.536699221125754,0.446558464851385,11.7547751075621,12
"`output` ~ `diff_NBO_1_3` + `Total_1` + `-1-3-`",0.533607681299844,0.444971268272581,11.7338661642547,13
"`output` ~ `diff_NBO_27_29` + `dip_y_1` + `dip_y_2`",0.565747032335764,0.442765781268876,12.466745910819,14
"`output` ~ `NPA_27` + `dip_x_2` + `Dist(27, 29)`",0.522592426152913,0.438626670975771,11.2666661039818,15
