"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `B5_4_7` + `diff_NBO_27_29` + `dip_x_1`",0.756136127312135,0.676701725511843,7.53266497728065,1
"`output` ~ `B5_4_7` + `NPA_29` + `dip_x_1`",0.768847097466031,0.6757210305137,7.41751945053421,2
"`output` ~ `B5_4_7` + `dip_x_1` + `Dist(27, 29)`",0.75455956463289,0.660264832068857,7.66623695235166,3
"`output` ~ `dip_x_1` + `-25V26-` + `Dist(27, 29)`",0.733923882129325,0.654821033193373,8.25949537702629,4
"`output` ~ `B5_4_7` + `dip_x_1` + `-27-29-`",0.731496117265606,0.63432134362875,8.0410091165478,5
"`output` ~ `NPA_27` + `diff_NBO_2_18` + `dip_x_1`",0.691626071909677,0.626733039138479,8.24026200076656,6
"`output` ~ `NPA_1` + `dip_x_1` + `Dist(27, 29)`",0.692653282899008,0.617963150366478,8.78527060821907,7
"`output` ~ `dip_x_1` + `dip_x_2` + `Dist(27, 29)`",0.697124551971588,0.614150209173949,8.82427224688035,8
"`output` ~ `dip_x_1` + `-23V24-` + `Dist(27, 29)`",0.695121296349511,0.614035665331512,8.71080598385036,9
"`output` ~ `dip_x_1` + `-27-29-` + `-25V26-`",0.699722982543182,0.606013124576654,8.8981708816115,10
"`output` ~ `dip_x_1` + `Dist(2, 18)` + `Dist(27, 29)`",0.68871610539362,0.601977554152446,8.96101267112976,11
"`output` ~ `dip_x_1` + `-2-18-` + `Dist(27, 29)`",0.688562878884565,0.599852758096547,8.8999691511361,12
"`output` ~ `diff_NBO_27_29` + `dip_x_1` + `dip_y_2`",0.691206271826247,0.596608615120551,8.79368349468193,13
"`output` ~ `diff_NBO_1_3` + `dip_x_1` + `Dist(27, 29)`",0.689053494328121,0.596583814793317,9.13245756971415,14
"`output` ~ `NPA_29` + `dip_x_1` + `-25V26-`",0.680034806572693,0.594388815894535,8.91244146184919,15
