"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `NPA_1` + `-27-29-` + `cross.angle_1`",0.455026279501758,0.340727276578492,11.712072069448,1
"`output` ~ `NPA_1` + `-27-29-` + `para.angle_1`",0.451231901629206,0.336059635878301,11.7657569871659,2
"`output` ~ `NPA_29` + `diff_NBO_1_3` + `Dist(27, 29)`",0.460467919606798,0.33362043996367,12.199747843584,3
"`output` ~ `NPA_29` + `Dist(1, 3)` + `Dist(27, 29)`",0.461969192024796,0.332936082690925,12.1971066844348,4
"`output` ~ `NPA_1` + `cross.angle_1` + `Dist(27, 29)`",0.443301639376709,0.32506108243299,11.8322851211147,5
"`output` ~ `NPA_1` + `para.angle_1` + `Dist(27, 29)`",0.440397771587948,0.321610479076286,11.8518218918882,6
"`output` ~ `NPA_1` + `dip_x_2` + `Dist(2, 18)`",0.470058694639291,0.313502242673727,12.4198492561437,7
"`output` ~ `NPA_1` + `diff_NBO_2_18` + `Dist(2, 18)`",0.437999583298245,0.312386925634419,12.2945620622428,8
"`output` ~ `NPA_1` + `diff_NBO_27_29` + `-27-29-`",0.447418460506335,0.311301944045602,12.9165567671224,9
"`output` ~ `NPA_3` + `diff_NBO_1_3` + `Dist(2, 18)`",0.427526799216148,0.309356592163346,12.4722482296838,10
"`output` ~ `NPA_1` + `NPA_3` + `Dist(2, 18)`",0.427526799216145,0.309356592163344,12.472248229684,11
"`output` ~ `NPA_1` + `diff_NBO_1_3` + `Dist(2, 18)`",0.427526799216145,0.309356592163343,12.472248229684,12
"`output` ~ `NPA_1` + `NPA_18` + `Dist(2, 18)`",0.431165850694085,0.308826463193405,12.7449954913898,13
"`output` ~ `NPA_1` + `-27-29-` + `Dihedral(1_4_7_8)`",0.437484074669656,0.308325235338036,12.0244430901355,14
"`output` ~ `NPA_1` + `diff_NBO_27_29` + `Dist(27, 29)`",0.440887992096036,0.30210699286494,12.4072756849119,15
