"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `L_4_7` + `NPA_2` + `Total_1` + `dip_z_2`",0.591600673596937,0.474249059109415,17.4242180925997,1
"`output` ~ `L_4_7` + `NPA_2` + `dip_y_1` + `Total_1`",0.570195502973514,0.436576348992754,18.1955013329957,2
"`output` ~ `B1_B5_angle_4_7` + `NPA_2` + `Total_1` + `dip_z_2`",0.589960398184001,0.420814808000987,18.8842345313797,3
"`output` ~ `L_4_7` + `loc.B5_4_7` + `diff_NBO_2_18` + `Total_1`",0.526941543591345,0.40135768708063,17.0799279948615,4
"`output` ~ `L_4_7` + `dip_y_1` + `Total_1` + `dip_x_2`",0.526143744864826,0.388479627381098,18.859940284041,5
"`output` ~ `B1_B5_angle_4_7` + `NPA_2` + `dip_y_1` + `Total_1`",0.557901285869289,0.382163528041276,19.6449284278017,6
"`output` ~ `L_4_7` + `loc.B5_4_7` + `NPA_18` + `Total_1`",0.492298277499684,0.367407098909152,17.8398127054899,7
"`output` ~ `L_4_7` + `loc.B5_4_7` + `Total_1` + `-2-18-`",0.496856305908249,0.361029774796119,17.6884123358506,8
"`output` ~ `L_4_7` + `loc.B5_4_7` + `Total_1` + `Dist(2, 18)`",0.494571678120398,0.358167478043411,17.9469047049487,9
"`output` ~ `L_4_7` + `loc.B5_4_7` + `Total_1` + `Dihedral(1_2_19_27)`",0.495260629787385,0.355616633743032,18.0293880377353,10
"`output` ~ `L_4_7` + `loc.B5_4_7` + `dip_z_1` + `Total_1`",0.50172721943975,0.354069868074333,18.2039295399432,11
"`output` ~ `L_4_7` + `Total_1` + `dip_x_2` + `dip_z_2`",0.501343489009566,0.353512690735925,19.1948800420445,12
"`output` ~ `L_4_7` + `loc.B5_4_7` + `NPA_2` + `Total_1`",0.512654059043133,0.346707268901695,17.9035333332326,13
"`output` ~ `L_4_7` + `dip_z_1` + `Total_1` + `Dihedral(1_2_19_27)`",0.498186644159536,0.345473378406599,18.5650632452582,14
"`output` ~ `B1_B5_angle_4_7` + `NPA_2` + `Total_1` + `cross_1`",0.515203970236159,0.344193858522372,18.4225156721689,15
