"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `B1_B5_angle_4_7` + `NPA_1` + `Dist(2, 18)`",0.328877153574489,0.195718557731193,22.527983253186,1
"`output` ~ `B1_B5_angle_4_7` + `NPA_1` + `-2-18-`",0.331068389679169,0.195171623831517,22.6746848529622,2
"`output` ~ `diff_NBO_1_3` + `dip_z_1` + `Dist(1, 3)`",0.300456107294039,0.168494063405195,21.140399398661,3
"`output` ~ `NPA_1` + `NPA_27` + `dip_z_1`",0.32997371177528,0.166868229361569,21.2836095711611,4
"`output` ~ `B1_B5_angle_4_7` + `NPA_2` + `NPA_27`",0.324749045135593,0.163090686641001,21.2709651584497,5
"`output` ~ `NPA_1` + `NPA_27` + `diff_NBO_27_29`",0.273996941016308,0.151712174998597,21.5257749308915,6
"`output` ~ `NPA_1` + `NPA_27` + `NPA_29`",0.273996941016304,0.151712174998593,21.5257749308915,7
"`output` ~ `NPA_1` + `NPA_29` + `diff_NBO_27_29`",0.273996941016294,0.151712174998583,21.5257749308914,8
"`output` ~ `B1_B5_angle_4_7` + `NPA_1` + `dip_z_1`",0.296521768366511,0.149577865390176,23.7886053218098,9
"`output` ~ `B1_B5_angle_4_7` + `NPA_1` + `NPA_2`",0.290986818257148,0.149380072816681,23.4398346056397,10
"`output` ~ `loc.B5_4_7` + `NPA_1` + `dip_z_1`",0.273842415755025,0.145971132576456,21.6000638549758,11
"`output` ~ `B1_B5_angle_4_7` + `NPA_1` + `Dihedral(1_2_19_27)`",0.29202531385422,0.14349464623756,23.7029777161217,12
"`output` ~ `B1_B5_angle_4_7` + `NPA_1` + `Dihedral(1_4_7_8)`",0.278326970308578,0.140457739679339,23.2871170759622,13
"`output` ~ `NPA_2` + `NPA_27` + `-25V26-`",0.300486840820115,0.140329055234352,22.000711486331,14
"`output` ~ `NPA_1` + `-2-18-` + `-5V6-`",0.258451346284501,0.138408643714567,21.5126660815376,15
