"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `loc.B5_4_7` + `NPA_1` + `dip_y_2` + `-25V26-`",0.765649371945484,0.671152700879246,9.03019274014584,1
"`output` ~ `loc.B5_4_7` + `dip_y_2` + `-2-18-` + `-25V26-`",0.755035953055967,0.653434987023221,9.39411133310638,2
"`output` ~ `loc.B5_4_7` + `NPA_18` + `dip_y_2` + `-25V26-`",0.752856635471947,0.650946700761368,9.60339658361607,3
"`output` ~ `loc.B5_4_7` + `dip_y_2` + `-25V26-` + `Dist(2, 18)`",0.752953895437377,0.650259937144361,9.44659907292624,4
"`output` ~ `loc.B5_4_7` + `dip_y_2` + `-25V26-` + `Dihedral(1_4_7_8)`",0.753058229640346,0.650126831177557,9.53547643446688,5
"`output` ~ `loc.B5_4_7` + `diff_NBO_2_18` + `dip_y_2` + `-25V26-`",0.750762408947223,0.645849132117331,9.71840562917587,6
"`output` ~ `NPA_18` + `dip_x_1` + `dip_y_2` + `-25V26-`",0.730546950272885,0.637941405503182,9.15518256466331,7
"`output` ~ `B5_4_7` + `Total_1` + `-25V26-` + `Dihedral(1_2_19_27)`",0.722420661769355,0.626825908453452,8.64977302106927,8
"`output` ~ `B5_4_7` + `Total_1` + `-2-18-` + `-25V26-`",0.716211795436913,0.624758845700102,7.93133732082972,9
"`output` ~ `loc.B5_4_7` + `diff_NBO_1_3` + `dip_y_2` + `-25V26-`",0.74146056178658,0.622659334472035,9.89358172043021,10
"`output` ~ `loc.B5_4_7` + `NPA_2` + `dip_y_2` + `-25V26-`",0.740943141309919,0.621481527926176,9.96855972193145,11
"`output` ~ `diff_NBO_2_18` + `dip_x_1` + `dip_y_2` + `-25V26-`",0.716803325872902,0.619958209552256,9.74207824385313,12
"`output` ~ `loc.B5_4_7` + `dip_y_2` + `-25V26-` + `Dihedral(1_2_19_27)`",0.733018464340443,0.61269816437687,9.91056568903959,13
"`output` ~ `loc.B5_4_7` + `dip_x_1` + `dip_y_2` + `-25V26-`",0.729937603277412,0.612129411336314,10.0151946951372,14
"`output` ~ `loc.B5_4_7` + `dip_y_2` + `para.angle_1` + `-25V26-`",0.727667235104989,0.608248907024381,9.83495587979153,15
