"V1","B1_4_7","B5_4_7","L_4_7","loc.B5_4_7","B1_B5_angle_4_7","NPA_1","NPA_3","NPA_2","NPA_18","NPA_27","NPA_29","diff_NBO_1_3","diff_NBO_2_18","diff_NBO_27_29","dip_x_1","dip_y_1","dip_z_1","Total_1","dip_x_2","dip_y_2","dip_z_2","-1-3-","-2-18-","-27-29-","cross_1","cross.angle_1","para_1","para.angle_1","-5V6-","-23V24-","-25V26-","Dihedral(1_4_7_8)","Dihedral(1_2_19_27)","Dist(1, 3)","Dist(2, 18)","Dist(27, 29)","output"
"o_Br",1.76,4.83,6.39,1.48,95,0.69256,-0.63581,-0.60763,0.41639,0.79117,-0.55968,1.32837,-1.02402,1.35085,1.2474,-5.907,-0.1802,6.04,-0.5399,-2.1293,-5.6263,1779.9888,3655.8043,1906.7144,1640.34,86.5877411881456,1667.537,0.648715497290241,1491.6866,1490.1063,1529.2797,97.1686140137891,57.0652673266799,1.21602487871466,1.00655947408834,1.19071570299967,38
"o_Cl",1.72,4.53,6.39,1.5,93,0.6928,-0.63388,-0.60749,0.41614,0.79113,-0.55985,1.32668,-1.02363,1.35098,1.0748,-6.0009,-0.1359,6.0979,-0.501,-2.254,-5.6439,1781.1001,3660.2102,1906.7398,1645.1319,84.0224070277307,1669.3555,3.54787332023018,1492.4663,1491.7796,1525.455,95.5172455611575,57.0411515966774,1.21584107450481,1.0063187775874,1.19071272282024,53
"o_F",1.7,3.7,6.39,1.53,90,0.6915,-0.63036,-0.60793,0.41728,0.79107,-0.56026,1.32186,-1.02521,1.35133,0.6041,-6.1803,-0.0296,6.2098,-0.4657,-2.6422,-5.6004,1785.7547,3663.7418,1906.3725,1662.6244,82.023071135015,1692.4006,7.69407489205499,1482.8583,1490.7409,1528.4155,87.436323235607,56.4855547917492,1.21532667291474,1.00611816453387,1.19079820595347,49
"o_I",1.81,5.22,6.39,1.45,97,0.69321,-0.63761,-0.60642,0.41519,0.79145,-0.55966,1.33082,-1.02161,1.35111,1.8456,-5.5381,-0.226,5.8419,-0.4788,-2.1388,-5.4152,1777.9119,3653.0376,1906.7232,1635.716,85.2237049703773,1662.1917,0.891584614261219,1490.7512,1491.5234,1525.6127,99.1204439540347,57.0074220858952,1.2162321865195,1.00652605493698,1.19069844010186,63
"o_Naph",1.7,5.61,6.44,1.78,90,0.69292,-0.62178,-0.61283,0.40401,0.79048,-0.56471,1.3147,-1.01684,1.35519,4.1598,-0.6797,2.6283,4.9673,0.5039,-2.7368,-4.1147,1795.2805,3670.3085,1902.9032,1705.8012,88.7414540880806,1659.7412,9.67135229516709,1464.5123,1492.8277,1528.7493,67.6987891438718,54.7785869870492,1.21232962010585,1.00565905125346,1.19166543417983,84
"o_nitro",1.77,4.77,6.4,2.25,106,0.68869,-0.63265,-0.60723,0.42402,0.79193,-0.55937,1.32134,-1.03125,1.3513,-0.0406,-5.9191,1.2979,6.0599,-2.773,-0.5694,-5.358,1780.9591,3652.9974,1907.2146,1647.9546,76.621146213245,1697.91,6.02132551087433,1498.472,1490.3759,1526.1605,72.8647233899881,55.6810440021585,1.21545366383791,1.00690702396746,1.19061323020786,23
"p_azide",1.7,3.53,8.69,6.99,91,0.69338,-0.638,-0.60129,0.40506,0.79093,-0.56091,1.33138,-1.00635,1.35184,2.6147,-3.1249,-1.419,4.3146,0.8528,-2.9323,-3.0479,1779.4812,3680.0087,1906.0287,1649.7335,80.8602278270114,1684.2628,8.8503417287258,1482.9846,1491.0903,1528.1127,117.907041837436,56.6768076871247,1.21643464621532,1.00459936248935,1.19094088263104,66
"p_boc",2.23,4.05,12.14,8.3,143,0.69143,-0.63455,-0.61074,0.41729,0.79331,-0.57147,1.32598,-1.02803,1.36478,-2.6992,-3.1332,-1.8189,4.5178,1.2689,-4.0932,-1.4304,1778.6557,3647.7353,1897.7302,1656.7187,85.878606855188,1691.3053,4.89271248342102,1462.9783,1490.8581,1523.9572,58.9068154350151,53.3546266981517,1.21619734250737,1.00717255794129,1.19251482168441,33
"p_Br",1.89,3.16,8.13,4.14,99,0.69305,-0.63802,-0.60016,0.40532,0.79091,-0.56082,1.33107,-1.00548,1.35173,2.9194,-2.4528,-1.5499,4.116,1.1016,-2.941,-2.6605,1779.5855,3682.7751,1905.8685,1645.987,86.1289173323962,1667.1435,3.74840490842615,1484.1025,1491.4411,1525.8695,117.109781527207,56.329190906129,1.21625017300472,1.00457351649792,1.19093485277449,79
"p_Cl",1.76,3.16,7.82,4.14,94,0.69306,-0.63833,-0.60029,0.40526,0.79091,-0.56096,1.33139,-1.00555,1.35187,2.8809,-2.5699,-1.5788,4.1709,1.074,-2.9407,-2.756,1779.0768,3680.7585,1905.8913,1647.3791,85.9121106517281,1671.9607,3.76676597928944,1483.7053,1491.2586,1529.2766,117.585968382653,56.2879899511239,1.21636219139243,1.00458937726317,1.19096506398844,75
"p_CN",1.7,3.15,8.58,4.13,91,0.69431,-0.63704,-0.5975,0.40572,0.79024,-0.56062,1.33135,-1.00322,1.35086,3.5583,1.5865,-1.8753,4.3238,2.8629,-3.2345,0.1926,1781.0895,3680.257,1905.7214,1638.6705,89.358128988947,1684.8601,1.01516896761293,1480.8092,1490.169,1525.3654,114.716069471786,55.3945294615737,1.21550644244488,1.00472500914529,1.1909844548276,53
"p_F",1.7,3.15,6.96,4.15,91,0.69486,-0.63944,-0.60078,0.40511,0.79076,-0.56108,1.3343,-1.00589,1.35184,2.8794,-2.8392,-1.5007,4.3132,0.9529,-2.9757,-2.9734,1778.8546,3681.7155,1905.7986,1670.7071,88.4089913379353,1686.0509,2.09942677400721,1484.5499,1491.4056,1526.8464,117.254718575843,56.4499867567106,1.21651437795079,1.0045558171157,1.1909607025427,59
"p_I",2.09,3.16,8.53,4.13,110,0.69343,-0.63764,-0.60025,0.4053,0.79079,-0.56089,1.33107,-1.00555,1.35168,2.8847,-2.6811,-1.4953,4.2125,1.0292,-2.9336,-2.8426,1780.0675,3682.9676,1906.0307,1639.8279,86.183901821791,1663.0152,3.50893110047249,1484.0661,1492.3615,1529.1393,116.425375371885,56.4128983875634,1.21620070004708,1.0045904728953,1.19095237974572,85
"p_Me",1.76,3.17,7.32,4.11,89,0.69136,-0.63786,-0.60863,0.41929,0.79234,-0.56721,1.32922,-1.02792,1.35955,-4.4671,-2.8786,-1.2438,5.4579,0.6582,-3.9263,-3.7336,1775.9884,3652.9205,1900.8833,1646.875,89.3500809046492,1692.5653,1.23736875819693,1461.634,1492.0133,1529.5499,68.5448146664929,54.0994910518289,1.21643844979391,1.00685561984328,1.19186340699679,58
"p_nitro",1.7,3.15,7.65,4.15,91,0.69424,-0.6354,-0.59767,0.40589,0.78977,-0.56035,1.32964,-1.00356,1.35012,3.2503,1.3033,-1.9075,3.9878,2.6577,-2.9579,0.2995,1781.4117,3679.9356,1905.762,1653.0763,89.6324124085858,1674.9074,0.448870112506454,1481.895,1492.663,1524.6124,115.886114464157,55.7018812198955,1.21545730697668,1.00477712395984,1.19097894300487,47
"p_OEt",1.77,3.18,9.49,4.1,95,0.69088,-0.63878,-0.60919,0.41933,0.79252,-0.5683,1.32966,-1.02852,1.36082,-3.3767,-3.2073,-1.2123,4.8123,0.881,-3.9949,-2.5344,1774.983,3649.0022,1900.2455,1649.6575,83.1920241794592,1689.7057,5.86821414006741,1458.9286,1490.4226,1525.6453,68.3247603862183,54.1371289190224,1.21661998417665,1.00688703429978,1.19205818158217,55
"p_OMe",1.77,3.19,8.44,4.1,94,0.69138,-0.63551,-0.61085,0.41771,0.79297,-0.57083,1.32689,-1.02856,1.3638,-3.2447,-2.1974,-1.7943,4.3101,1.0708,-3.3961,-2.4283,1778.1058,3648.2682,1898.2047,1651.0696,83.1464735443305,1690.0932,6.74252725634926,1460.091,1492.2968,1527.2134,60.3135088522232,53.5581213361588,1.21629379008445,1.00713841405042,1.19244303370266,57
"p_Ph",2.06,3.17,10.68,4.12,109,0.69383,-0.63671,-0.60225,0.4054,0.79135,-0.56066,1.33054,-1.00765,1.35201,2.0669,-5.3667,-1.0743,5.8504,0.2648,-3.3243,-4.807,1780.1331,3677.364,1905.5837,1633.9513,89.3991922836055,1687.1498,0.194626208707215,1482.7597,1492.1527,1529.7454,118.621841297465,57.3316675593058,1.21648914071191,1.00471808656011,1.19085921902381,79
"p_SCF3",1.7,4.01,8.99,5.79,157,0.69278,-0.63613,-0.59911,0.4057,0.79086,-0.5606,1.32891,-1.00481,1.35146,2.7852,-1.6724,-0.4645,3.2817,0.2469,-2.8876,-1.5397,1780.6403,3681.7163,1905.9675,1637.7984,87.5882245093695,1669.597,2.38646980451904,1483.1911,1491.8632,1530.956,118.123458445103,56.3584606289849,1.21599807888253,1.00463644313204,1.19091297044704,89
"p_SMe",1.75,3.36,8.67,6.23,116,0.69398,-0.63949,-0.6018,0.4052,0.79145,-0.56086,1.33347,-1.007,1.35231,1.2542,-4.8726,-1.1744,5.1666,0.1956,-1.9613,-4.7759,1777.4528,3681.1111,1906.1647,1634.1215,87.9868145999211,1675.0683,1.72589776661277,1483.7844,1490.8091,1528.3969,117.0033669843,56.9761006126878,1.21675409645047,1.00455315942413,1.19088013704193,88
"p_tfm",2.01,3.16,7.69,4.13,106,0.69271,-0.63653,-0.59934,0.40559,0.79052,-0.56057,1.32924,-1.00493,1.35109,2.9987,-1.1728,-1.6621,3.6235,1.5406,-2.9087,-1.5152,1779.8686,3679.9777,1905.9768,1658.6123,86.5200060142273,1694.2017,2.86868645042079,1483.934,1491.919,1526.2739,117.604616569125,56.1925732788066,1.21597139393079,1.00467725547113,1.19094765543957,78
"penta_F",1.7,3.76,6.97,4.21,90,0.69223,-0.62414,-0.60039,0.40492,0.78873,-0.56114,1.31637,-1.00531,1.34987,4.0431,2.7185,2.9832,5.7128,2.4631,-3.8214,-3.4592,1794.4143,3669.8178,1905.1627,1711.5588,87.8915263467214,1726.9893,1.60529404156351,1464.6538,1491.3292,1528.2955,63.7901742614825,54.929391760108,1.21250377573185,1.00553048442899,1.1912306075219,40
