"V1","B1_4_7","B5_4_7","L_4_7","loc.B5_4_7","B1_B5_angle_4_7","NPA_1","NPA_3","NPA_2","NPA_18","NPA_27","NPA_29","diff_NBO_1_3","diff_NBO_2_18","diff_NBO_27_29","dip_x_1","dip_y_1","dip_z_1","Total_1","dip_x_2","dip_y_2","dip_z_2","-1-3-","-2-18-","-27-29-","cross_1","cross.angle_1","para_1","para.angle_1","-5V6-","-23V24-","-25V26-","Dihedral(1_4_7_8)","Dihedral(1_2_19_27)","Dist(1, 3)","Dist(2, 18)","Dist(27, 29)","output"
"p_boc",2.14,4.25,12.12,8.2,142,0.6947,-0.62611,-0.61294,0.41821,0.7929,-0.55939,1.32081,-1.03115,1.35229,5.5169,-5.5274,1.8488,8.0254,1.4313,-5.9615,-5.1786,1786.3516,3653.0868,1914.0647,1655.0745,89.3444092165922,1690.6121,0.197896738028575,1462.3256,1493.2472,1535.2118,103.022689787483,51.1439314449404,1.21346011526173,1.00653160524397,1.18937334137604,33
"p_Br",1.9,3.17,8.13,4.13,100,0.69368,-0.61243,-0.61638,0.41096,0.79528,-0.57008,1.30611,-1.02734,1.36536,3.6198,0.9861,3.6269,5.2182,2.1542,-1.8286,-4.387,1798.2723,3645.966,1906.5228,1643.5925,86.1979760318681,1667.2775,3.92429428988122,1465.0897,1493.0298,1534.8957,131.1320429037,49.8007797403546,1.21188779853953,1.00712952034284,1.19104338888766,79
"p_Cl",1.76,3.17,7.82,4.13,93,0.69377,-0.61293,-0.61643,0.41121,0.79521,-0.57002,1.3067,-1.02764,1.36523,3.6338,0.8125,3.6018,5.1805,2.1399,-1.9081,-4.3148,1797.5451,3646.8377,1906.3147,1644.9732,86.8828945768906,1673.7923,2.85954723942704,1464.6089,1496.3706,1534.6093,130.552847232392,49.7378525113382,1.21195045442006,1.00714220294356,1.19106034762433,75
"p_CN",1.7,3.16,8.58,4.13,91,0.69293,-0.60736,-0.6155,0.40831,0.79646,-0.57268,1.30029,-1.02381,1.36914,3.3515,4.5903,3.961,6.9277,2.4939,0.5115,-6.443,1802.6831,3647.34,1904.6916,1636.053,89.8369849897491,1686.6978,1.2695644038502,1466.6459,1494.5145,1535.5344,136.08317519958,49.5688074097711,1.21121781667956,1.00707072640307,1.19142816514635,53
"p_F",1.7,3.16,6.96,4.14,91,0.69356,-0.61385,-0.61692,0.41136,0.7952,-0.57018,1.30741,-1.02828,1.36538,3.6728,0.6727,3.581,5.1735,2.1053,-2.1026,-4.2323,1797.3851,3646.2841,1906.2764,1668.675,88.6451553687476,1686.7409,1.88694217210365,1459.0676,1493.4546,1534.5869,131.081830465159,49.944289050553,1.21214127026556,1.00715598461311,1.19108359544996,59
"p_I",2.06,3.17,8.53,4.12,107,0.69381,-0.61241,-0.61632,0.41097,0.79535,-0.5701,1.30622,-1.02729,1.36545,3.6009,0.831,3.647,5.1921,2.1582,-1.9784,-4.2878,1798.6401,3645.1355,1906.3638,1637.7132,84.0449423893725,1663.9261,4.88206143193741,1463.8181,1494.5103,1534.9054,131.670967982921,49.7891003641985,1.21191347086374,1.00712168529627,1.19106110055446,85
"p_Me",1.74,3.18,7.33,4.11,91,0.69568,-0.61938,-0.61621,0.41501,0.79374,-0.56577,1.31506,-1.03122,1.35951,3.9738,-2.2537,2.9456,5.4356,1.8755,-4.0097,-3.1545,1793.3158,3643.8448,1909.3828,1647.2585,89.9190247143078,1691.1858,1.63468093226362,1463.1085,1494.1331,1535.4011,122.237513743417,50.3362517189753,1.21280457945046,1.00712545877562,1.19039749372216,58
"p_nitro",1.7,3.15,7.65,4.15,92,0.69265,-0.60629,-0.61523,0.40769,0.79665,-0.57265,1.29894,-1.02292,1.3693,3.2596,4.7467,4.0483,7.0388,2.5975,0.5239,-6.521,1802.4625,3650.195,1904.9986,1651.7804,89.0416080429234,1675.9797,0.474323662007977,1457.4584,1495.4182,1534.7734,137.305487324917,49.4586086069569,1.21107806093332,1.00701959986735,1.19141139115505,47
"p_OEt",1.84,3.17,9.53,4.13,84,0.69478,-0.62101,-0.61645,0.4154,0.79368,-0.56518,1.31579,-1.03185,1.35886,5.1631,-2.8249,2.8551,6.5414,1.5181,-4.9217,-4.0326,1792.8351,3647.3302,1909.7545,1650.561,78.289030472345,1691.9215,11.462381652269,1458.8831,1493.2303,1534.748,121.208295196508,50.3354383900327,1.21294600456327,1.00708993003902,1.19028789101839,55
"p_OMe",1.78,3.17,8.46,4.13,86,0.6948,-0.62072,-0.61635,0.41521,0.79359,-0.56524,1.31552,-1.03156,1.35883,5.1896,-2.5791,2.8887,6.4751,1.5371,-4.7088,-4.1704,1792.1244,3648.2812,1909.794,1651.7267,78.9303902349096,1692.9778,11.7606881921557,1458.5778,1494.8201,1534.891,121.093800395736,50.3313533074866,1.21296214749596,1.00706720405939,1.19029795232874,57
"p_Ph",2.08,3.2,10.68,8.42,72,0.69563,-0.61744,-0.61605,0.41405,0.79383,-0.56645,1.31307,-1.0301,1.36028,3.9487,-1.7065,3.0907,5.2968,1.9232,-3.6795,-3.2892,1794.3461,3647.7605,1909.2039,1632.5792,88.6194642087859,1687.7438,2.27722819064392,1462.5599,1492.0972,1534.7497,124.203435044664,50.4015070576271,1.21251616494049,1.00713720796176,1.19050448117678,79
"p_SCF3",1.7,4.01,9,5.8,156,0.69366,-0.60951,-0.616,0.40937,0.79549,-0.57073,1.30317,-1.02537,1.36622,3.4958,2.1229,4.9044,6.3859,3.3473,-1.353,-5.2674,1801.3263,3645.4477,1905.8153,1635.5293,88.8885664830677,1671.071,0.760672281661074,1463.4749,1495.0626,1534.8248,133.222762557351,49.7287415303379,1.2114644109168,1.00710315159719,1.191182835864,89
"p_SMe",1.74,3.37,8.66,6.2,116,0.69561,-0.61676,-0.61719,0.41303,0.79477,-0.56941,1.31237,-1.03022,1.36418,2.473,-1.1594,3.3277,4.3051,2.3705,-2.782,-2.2749,1796.1391,3642.7637,1906.7713,1631.1372,89.0042477442815,1676.8735,0.446274751105803,1464.4918,1495.4605,1534.5692,128.896068436484,50.0730798751334,1.21254129524648,1.00728980720545,1.19095613348981,88
"p_tfm",2.07,3.17,7.69,4.12,106,0.6934,-0.61,-0.61578,0.40984,0.79566,-0.57087,1.3034,-1.02562,1.36653,3.5832,2.3863,3.7409,5.7033,2.2095,-0.9177,-5.1772,1800.8076,3645.7564,1906.0187,1656.7011,86.4861324067119,1693.8106,1.62372958282457,1457.9352,1493.4392,1534.7881,133.26161071003,49.7630835887103,1.21155939152689,1.0070999665068,1.19117179340807,78
"penta_F",1.7,3.75,6.98,4.23,90,0.6959,-0.60729,-0.60997,0.40751,0.79103,-0.55558,1.30319,-1.01748,1.34661,2.8206,-3.0248,1.2391,4.3175,1.8203,-1.9706,-3.3829,1801.8413,3665.0848,1917.015,1705.8671,84.4264319919335,1721.7035,5.42916447912993,1461.333,1494.2687,1535.2494,70.3743573837416,51.5833062412256,1.20988481957375,1.00562561968657,1.18896909971874,40
