"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `diff_NBO_27_29` + `cross.angle_1` + `para_1`",0.517421467600401,0.414751522634012,10.1582114546893,1
"`output` ~ `NPA_27` + `cross.angle_1` + `para_1`",0.515765507534434,0.414151397968266,9.92005399176588,2
"`output` ~ `NPA_29` + `cross.angle_1` + `para_1`",0.505928556854785,0.398221741393267,10.3711298670111,3
"`output` ~ `diff_NBO_27_29` + `para_1` + `para.angle_1`",0.490403494446219,0.381033574291251,10.5371729569441,4
"`output` ~ `NPA_29` + `para_1` + `para.angle_1`",0.483447909716831,0.371150535888196,10.53640907332,5
"`output` ~ `cross.angle_1` + `para_1` + `Dist(27, 29)`",0.480687170374632,0.366383697241359,10.5849394265125,6
"`output` ~ `NPA_27` + `para_1` + `para.angle_1`",0.481400502970978,0.364107554240753,10.464707346072,7
"`output` ~ `para_1` + `para.angle_1` + `Dist(27, 29)`",0.465581133317646,0.348229080292582,10.5181714227938,8
"`output` ~ `-27-29-` + `cross.angle_1` + `para_1`",0.451624214533741,0.331175745749059,11.1004383921162,9
"`output` ~ `-27-29-` + `para_1` + `para.angle_1`",0.440316313673197,0.317485852507787,11.0569439416197,10
"`output` ~ `NPA_2` + `dip_x_1` + `Dist(27, 29)`",0.421179688886906,0.297087616619343,11.4465482668261,11
"`output` ~ `diff_NBO_27_29` + `dip_x_1` + `para_1`",0.431438826174295,0.290285384195907,11.9944375815261,12
"`output` ~ `NPA_2` + `NPA_29` + `dip_x_1`",0.421532068892919,0.288242459736059,11.6959555864958,13
"`output` ~ `NPA_29` + `dip_x_1` + `para_1`",0.42383310959316,0.27507448209845,12.106360039912,14
"`output` ~ `NPA_2` + `diff_NBO_27_29` + `dip_x_1`",0.409615394045172,0.273808763718097,12.2071488473675,15
