"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `NPA_2` + `Total_1` + `dip_x_2` + `para.angle_1`",0.814240480488114,0.748746157897633,7.32542169561049,1
"`output` ~ `NPA_2` + `Total_1` + `dip_x_2` + `cross.angle_1`",0.807098534613112,0.740259552819161,7.55236748687383,2
"`output` ~ `NPA_2` + `diff_NBO_27_29` + `dip_z_1` + `dip_z_2`",0.752519061289425,0.677044839733341,8.08691821017998,3
"`output` ~ `Total_1` + `-2-18-` + `cross.angle_1` + `para_1`",0.766638948547755,0.658242085886418,7.74645218647337,4
"`output` ~ `Total_1` + `-2-18-` + `para_1` + `para.angle_1`",0.768287325647774,0.657428743520389,7.87018762459066,5
"`output` ~ `NPA_2` + `dip_z_1` + `Total_1` + `cross.angle_1`",0.733474025654224,0.65089404303826,8.34114869624279,6
"`output` ~ `NPA_2` + `Total_1` + `dip_x_2` + `dip_z_2`",0.744120220786408,0.647093310238249,8.63154187571804,7
"`output` ~ `NPA_2` + `NPA_29` + `dip_z_1` + `dip_z_2`",0.737962690131585,0.646986129973001,8.3134385189999,8
"`output` ~ `NPA_2` + `Total_1` + `para_1` + `para.angle_1`",0.763635460710459,0.64648184962393,8.44562008225503,9
"`output` ~ `NPA_2` + `NPA_27` + `Total_1` + `dip_x_2`",0.743739694477528,0.645007638817452,8.61463652080268,10
"`output` ~ `NPA_2` + `Total_1` + `dip_x_2` + `Dihedral(1_4_7_8)`",0.7283954564759,0.641535875440488,8.69958468280825,11
"`output` ~ `dip_x_2` + `-2-18-` + `cross.angle_1` + `para_1`",0.748014348503309,0.638987427497716,8.42187297123408,12
"`output` ~ `NPA_2` + `Total_1` + `dip_x_2` + `-2-18-`",0.740922977709636,0.638666446170842,8.92055306156776,13
"`output` ~ `NPA_2` + `dip_z_1` + `Total_1` + `dip_x_2`",0.735215693258938,0.638190980911955,8.68515733050034,14
"`output` ~ `dip_x_2` + `-2-18-` + `para_1` + `para.angle_1`",0.750660098180489,0.638116551839229,8.72805545603113,15
