"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `dip_x_2` + `-1-3-` + `Dihedral(1_2_19_27)`",0.433200613226137,0.309457202100417,10.9624274372423,1
"`output` ~ `NPA_18` + `dip_x_2` + `Dihedral(1_2_19_27)`",0.42523106183685,0.305601293402809,11.0552165314026,2
"`output` ~ `dip_x_2` + `Dihedral(1_2_19_27)` + `Dist(1, 3)`",0.421870757669713,0.297338276842772,11.2027387341727,3
"`output` ~ `diff_NBO_27_29` + `dip_x_2` + `-1-3-`",0.418664328310781,0.291240479325324,11.4369871790295,4
"`output` ~ `NPA_3` + `dip_x_2` + `Dist(1, 3)`",0.422602518128032,0.288798300988214,12.2084218321314,5
"`output` ~ `NPA_3` + `dip_x_2` + `Dihedral(1_2_19_27)`",0.40761064381909,0.286478808490986,11.2179626735828,6
"`output` ~ `diff_NBO_1_3` + `dip_x_2` + `Dist(1, 3)`",0.416779597288578,0.28432175409748,11.7406393657352,7
"`output` ~ `NPA_29` + `dip_x_2` + `-1-3-`",0.405472780353162,0.275485299636696,11.8195468462751,8
"`output` ~ `NPA_2` + `dip_x_2` + `Dist(2, 18)`",0.418281707814737,0.275045802670806,12.7006909241633,9
"`output` ~ `dip_x_2` + `-1-3-` + `Dist(27, 29)`",0.392979064802559,0.263518932259036,11.9752475376892,10
"`output` ~ `NPA_27` + `dip_x_2` + `Dist(1, 3)`",0.396225526070538,0.261719151381784,11.7686971459042,11
"`output` ~ `diff_NBO_27_29` + `dip_x_2` + `Dist(1, 3)`",0.394733270377758,0.258098459841723,12.1990486966349,12
"`output` ~ `NPA_18` + `NPA_27` + `dip_x_2`",0.389716286197922,0.257055973504166,11.8898188786516,13
"`output` ~ `NPA_27` + `dip_x_2` + `-1-3-`",0.391007789544726,0.251787219220291,11.6168426545163,14
"`output` ~ `NPA_18` + `diff_NBO_27_29` + `dip_x_2`",0.38694321450266,0.250802913911982,12.3964644206333,15
