"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `dip_x_2` + `-27-29-` + `cross.angle_1`",0.554678947795874,0.427643144660812,10.1572496699717,1
"`output` ~ `dip_z_1` + `dip_x_2` + `-27-29-`",0.554898290609201,0.421118956663253,10.3866046662339,2
"`output` ~ `dip_x_2` + `-27-29-` + `-23V24-`",0.552744211487403,0.420661399892217,10.2331812659484,3
"`output` ~ `dip_x_2` + `-2-18-` + `-27-29-`",0.548211487666913,0.419975348194917,10.6938590983721,4
"`output` ~ `NPA_18` + `dip_x_2` + `-27-29-`",0.547000073312168,0.416748352265499,10.2746342073704,5
"`output` ~ `dip_x_2` + `-27-29-` + `para.angle_1`",0.547666988787631,0.415018562083862,10.2963831058813,6
"`output` ~ `dip_x_2` + `-27-29-` + `para_1`",0.551877152885874,0.413587188406539,10.4612971326231,7
"`output` ~ `dip_x_2` + `-27-29-` + `Dist(2, 18)`",0.537999804634289,0.410350289888192,10.567860678919,8
"`output` ~ `dip_x_2` + `dip_y_2` + `-27-29-`",0.561599005411461,0.410051866877644,10.6746210680024,9
"`output` ~ `Total_1` + `dip_x_2` + `-27-29-`",0.538410090267569,0.409906846908864,10.553385997576,10
"`output` ~ `diff_NBO_2_18` + `dip_x_2` + `-27-29-`",0.552208701852188,0.408987599880173,10.491901831235,11
"`output` ~ `diff_NBO_27_29` + `dip_x_2` + `-27-29-`",0.537895110928544,0.407195979442445,10.6273953570722,12
"`output` ~ `NPA_27` + `dip_x_2` + `-27-29-`",0.538911578011829,0.406186324551212,10.5673385271757,13
"`output` ~ `NPA_1` + `dip_x_2` + `-27-29-`",0.541304211313158,0.404547900031472,10.4800671510445,14
"`output` ~ `dip_x_1` + `dip_x_2` + `-27-29-`",0.547555391706289,0.398770222953574,10.5257447143891,15
