"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `NPA_18` + `dip_x_2` + `Dist(27, 29)`",0.503135600622602,0.343867448001361,10.989588975414,1
"`output` ~ `Total_1` + `para_1` + `para.angle_1`",0.456672158170221,0.33766165687054,10.0940591642128,2
"`output` ~ `Total_1` + `para.angle_1` + `-25V26-`",0.475142568707576,0.327092510590508,10.9256123190569,3
"`output` ~ `dip_z_1` + `para_1` + `para.angle_1`",0.462092159802452,0.320766290982414,11.2792929506548,4
"`output` ~ `para_1` + `para.angle_1` + `-25V26-`",0.476187337829705,0.319931576302354,11.7272459744815,5
"`output` ~ `NPA_18` + `NPA_29` + `-25V26-`",0.533664726923974,0.319363459826374,12.2493609706984,6
"`output` ~ `Total_1` + `cross.angle_1` + `-25V26-`",0.466989290264311,0.312468683589346,11.5057230638384,7
"`output` ~ `cross.angle_1` + `para_1` + `-25V26-`",0.463516080737453,0.297673016158931,12.3813579116052,8
"`output` ~ `NPA_18` + `NPA_29` + `dip_x_2`",0.474866048976788,0.295929804135144,11.4616657825943,9
"`output` ~ `-2-18-` + `cross.angle_1` + `-25V26-`",0.445261992420793,0.291841810111471,12.4769316585744,10
"`output` ~ `NPA_18` + `NPA_29` + `-23V24-`",0.489095626070415,0.291573796226102,12.0138773132098,11
"`output` ~ `NPA_18` + `NPA_29` + `Total_1`",0.468034070691732,0.289052561230412,11.5424334940161,12
"`output` ~ `NPA_18` + `NPA_29` + `dip_z_1`",0.493362540811587,0.286478141693733,12.2923732484467,13
"`output` ~ `NPA_18` + `NPA_29` + `para_1`",0.463147574774969,0.285997920624984,11.4639614986602,14
"`output` ~ `NPA_18` + `NPA_29` + `dip_y_2`",0.473695502667487,0.284641104440692,12.1216640447295,15
