"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `B5_4_7` + `NPA_2` + `dip_y_2` + `-5V6-`",0.848077317921409,0.768681297752951,5.99875204537605,1
"`output` ~ `NPA_29` + `dip_x_2` + `-23V24-` + `-25V26-`",0.82258887994948,0.747307674017848,7.25644984595149,2
"`output` ~ `dip_x_2` + `-27-29-` + `-23V24-` + `-25V26-`",0.810734117855797,0.735846441013315,6.9685572582541,3
"`output` ~ `B5_4_7` + `NPA_1` + `-23V24-` + `-25V26-`",0.831350067120982,0.731054675132615,6.20820129694277,4
"`output` ~ `B5_4_7` + `NPA_1` + `dip_z_2` + `-25V26-`",0.81978547536231,0.727081301166363,6.44925012703676,5
"`output` ~ `B5_4_7` + `NPA_1` + `-1-3-` + `cross_1`",0.827212763985688,0.726728195923008,6.31604648363622,6
"`output` ~ `B5_4_7` + `NPA_1` + `dip_z_2` + `Dihedral(1_4_7_8)`",0.809560531011849,0.726542510525263,6.29214589022751,7
"`output` ~ `B5_4_7` + `NPA_1` + `dip_x_1` + `-25V26-`",0.821490871263163,0.725008584019185,6.44810475703544,8
"`output` ~ `B5_4_7` + `NPA_1` + `Total_1` + `-25V26-`",0.813398470435611,0.718939126948035,6.25817182398938,9
"`output` ~ `B5_4_7` + `NPA_3` + `diff_NBO_1_3` + `cross_1`",0.822129041293197,0.714983076765183,6.68273144832499,10
"`output` ~ `B5_4_7` + `NPA_1` + `diff_NBO_1_3` + `cross_1`",0.822129041293194,0.714983076765179,6.68273144832506,11
"`output` ~ `B5_4_7` + `NPA_1` + `NPA_3` + `cross_1`",0.822129041293194,0.714983076765178,6.68273144832508,12
"`output` ~ `B5_4_7` + `NPA_2` + `Total_1` + `-5V6-`",0.809389042681,0.713599075875321,7.11320386515555,13
"`output` ~ `B5_4_7` + `NPA_1` + `dip_x_1` + `Dihedral(1_4_7_8)`",0.806772429947295,0.712960041667284,6.65855662371044,14
"`output` ~ `B5_4_7` + `NPA_1` + `dip_z_2` + `-23V24-`",0.813374000795637,0.710281870040815,6.87025690202268,15
