"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `dip_z_1` + `cross_1` + `Dihedral(1_4_7_8)`",0.548392144264826,0.341923505820096,17.2687661846578,1
"`output` ~ `diff_NBO_2_18` + `cross_1` + `-25V26-`",0.547517441192218,0.310620439936278,17.7898679204711,2
"`output` ~ `dip_z_1` + `-27-29-` + `Dihedral(1_4_7_8)`",0.509987005876065,0.30849106312113,17.5025997396161,3
"`output` ~ `L_4_7` + `dip_z_1` + `Dihedral(1_4_7_8)`",0.484837752266622,0.305365086077934,16.0872162883045,4
"`output` ~ `NPA_18` + `cross_1` + `-25V26-`",0.509464714312061,0.290690117137293,18.3243370480147,5
"`output` ~ `-1-3-` + `cross_1` + `-25V26-`",0.499235042444587,0.279160387688885,18.3483357545727,6
"`output` ~ `cross_1` + `-25V26-` + `Dist(1, 3)`",0.503349513502566,0.276676275554795,18.5747606391945,7
"`output` ~ `diff_NBO_1_3` + `cross_1` + `-25V26-`",0.499912653657181,0.276328700389019,18.578913526449,8
"`output` ~ `NPA_3` + `cross_1` + `-25V26-`",0.496393084169152,0.273373453219457,18.5814672075082,9
"`output` ~ `diff_NBO_2_18` + `cross_1` + `-5V6-`",0.475683866251702,0.272483636144275,18.9015085175614,10
"`output` ~ `NPA_27` + `cross_1` + `-25V26-`",0.485354502152191,0.265889094055134,17.651735391363,11
"`output` ~ `NPA_29` + `dip_z_1` + `Dihedral(1_4_7_8)`",0.458821351548357,0.262828153397115,17.0431003970396,12
"`output` ~ `dip_z_1` + `Dihedral(1_4_7_8)` + `Dist(27, 29)`",0.45781504800167,0.261887448713193,17.1137638410168,13
"`output` ~ `diff_NBO_27_29` + `dip_z_1` + `Dihedral(1_4_7_8)`",0.464772555966016,0.258502442130178,16.8283324672824,14
"`output` ~ `-27-29-` + `cross_1` + `-25V26-`",0.469510707678932,0.254545349009524,17.8239195345873,15
