"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `dip_x_2` + `dip_y_2` + `-2-18-`",0.531951441864134,0.378217740859751,17.6624708419627,1
"`output` ~ `dip_x_2` + `dip_y_2` + `Dist(2, 18)`",0.524885166222117,0.371006584818186,17.9191925588363,2
"`output` ~ `NPA_27` + `dip_z_1` + `Dihedral(1_4_7_8)`",0.467231933043834,0.35563672614165,18.2905826294681,3
"`output` ~ `NPA_18` + `dip_x_2` + `dip_y_2`",0.512703120787328,0.352736578585756,18.6917401034573,4
"`output` ~ `L_4_7` + `NPA_29` + `-27-29-`",0.487568015943789,0.337345958502258,18.5986792898552,5
"`output` ~ `diff_NBO_2_18` + `dip_x_2` + `dip_y_2`",0.499098435231326,0.333518523651885,18.6864239761899,6
"`output` ~ `B1_B5_angle_4_7` + `NPA_29` + `-27-29-`",0.467905611830519,0.323475142371026,18.7766524477238,7
"`output` ~ `NPA_29` + `dip_y_2` + `-27-29-`",0.467813560973615,0.321148360711162,19.2874021266592,8
"`output` ~ `NPA_27` + `dip_z_1` + `Dist(2, 18)`",0.456734757548885,0.317953522480006,19.0854479755601,9
"`output` ~ `diff_NBO_2_18` + `dip_z_1` + `Dist(2, 18)`",0.452181982982321,0.315246216048884,19.650711497935,10
"`output` ~ `NPA_18` + `dip_z_1` + `Dist(1, 3)`",0.510860080587789,0.314040554571868,19.471711537103,11
"`output` ~ `NPA_27` + `dip_z_1` + `-2-18-`",0.454727482336047,0.314010858155897,18.8211339830731,12
"`output` ~ `B1_B5_angle_4_7` + `-5V6-` + `Dihedral(1_2_19_27)`",0.455240512720438,0.310793692419781,19.6550937305871,13
"`output` ~ `diff_NBO_27_29` + `dip_z_1` + `Dihedral(1_4_7_8)`",0.431492683675924,0.30220637646858,19.456325261362,14
"`output` ~ `dip_z_1` + `-2-18-` + `Dist(1, 3)`",0.506851431171837,0.302129902362546,18.8769221919514,15
