"formula","R.sq","Q.sq","MAE","Model"
"`output` ~ `B5_4_7` + `NPA_18` + `Dist(2, 18)` + `Dist(27, 29)`",0.826828676035235,0.774978689947527,5.78310881004354,1
"`output` ~ `B5_4_7` + `NPA_29` + `dip_x_1` + `-2-18-`",0.824614670163974,0.771743487531431,5.59725376912321,2
"`output` ~ `B5_4_7` + `dip_x_1` + `-2-18-` + `Dist(27, 29)`",0.822041637824283,0.767810379955456,5.52941414719106,3
"`output` ~ `B5_4_7` + `diff_NBO_27_29` + `dip_x_1` + `-2-18-`",0.820097863540223,0.765007477283713,6.00560309244805,4
"`output` ~ `B5_4_7` + `dip_x_1` + `-2-18-` + `-27-29-`",0.813467306326547,0.75599656612013,5.66153154413493,5
"`output` ~ `loc.B5_4_7` + `NPA_1` + `dip_y_2` + `-25V26-`",0.833875748864507,0.751917334271326,6.77522826748903,6
"`output` ~ `diff_NBO_1_3` + `dip_x_2` + `dip_y_2` + `-25V26-`",0.815672998638839,0.751043081801753,6.18645726499932,7
"`output` ~ `B5_4_7` + `NPA_18` + `NPA_29` + `-2-18-`",0.81560965434428,0.747169550795244,6.04927875918149,8
"`output` ~ `B5_4_7` + `NPA_18` + `NPA_29` + `Dist(2, 18)`",0.820073316317632,0.746249351471534,6.44629287229503,9
"`output` ~ `B5_4_7` + `NPA_29` + `-2-18-` + `-27-29-`",0.833335952975617,0.742999421719569,6.71761009470866,10
"`output` ~ `B5_4_7` + `NPA_29` + `-2-18-` + `-25V26-`",0.827708376417792,0.741107510601001,6.55609684580434,11
"`output` ~ `B5_4_7` + `NPA_2` + `Dihedral(1_2_19_27)` + `Dist(2, 18)`",0.815205914709373,0.740785534362113,6.1601171064194,12
"`output` ~ `B5_4_7` + `NPA_27` + `-2-18-` + `Dihedral(1_2_19_27)`",0.81586104083408,0.738754646569312,6.37963776910728,13
"`output` ~ `B5_4_7` + `-2-18-` + `-25V26-` + `Dist(27, 29)`",0.816661754164392,0.737619934475929,6.41074185389782,14
"`output` ~ `B5_4_7` + `diff_NBO_27_29` + `-2-18-` + `-25V26-`",0.831715319847682,0.737035863159282,6.78353663221031,15
